[2025-09-07 17:54:46,385] 18 root INFO - Initiate the data ingestion
[2025-09-07 17:54:49,019] 68 root INFO - Performed train test split on dataframe
[2025-09-07 17:54:49,020] 70 root INFO - Exited split_data_as_train_test methos of Data_Ingestion class
[2025-09-07 17:54:49,022] 78 root INFO - exporting 
[2025-09-07 17:54:49,129] 21 root INFO - Data Initilization completed
[2025-09-07 17:54:49,171] 24 root INFO - initiate data validation
[2025-09-07 17:54:49,291] 32 root INFO - Required number od columns = 2
[2025-09-07 17:54:49,292] 33 root INFO - Data frame as columns:31
[2025-09-07 17:54:49,313] 32 root INFO - Required number od columns = 2
[2025-09-07 17:54:49,314] 33 root INFO - Data frame as columns:31
[2025-09-07 17:54:49,584] 27 root INFO - initiate the data validation
[2025-09-07 17:54:49,650] 30 root INFO - Entered get data_transformer_obj method of transformation class
[2025-09-07 17:54:49,650] 35 root INFO - initialized KNN Imputer
