[2025-09-07 20:31:16,198] 18 root INFO - Initiate the data ingestion
[2025-09-07 20:31:19,089] 68 root INFO - Performed train test split on dataframe
[2025-09-07 20:31:19,090] 70 root INFO - Exited split_data_as_train_test methos of Data_Ingestion class
[2025-09-07 20:31:19,116] 78 root INFO - exporting 
[2025-09-07 20:31:19,232] 21 root INFO - Data Initilization completed
[2025-09-07 20:31:19,249] 24 root INFO - initiate data validation
[2025-09-07 20:31:19,369] 32 root INFO - Required number od columns = 2
[2025-09-07 20:31:19,370] 33 root INFO - Data frame as columns:31
[2025-09-07 20:31:19,391] 32 root INFO - Required number od columns = 2
[2025-09-07 20:31:19,391] 33 root INFO - Data frame as columns:31
[2025-09-07 20:31:19,682] 27 root INFO - initiate the data validation
[2025-09-07 20:31:19,734] 30 root INFO - Entered get data_transformer_obj method of transformation class
[2025-09-07 20:31:19,734] 35 root INFO - initialized KNN Imputer
