[2025-09-07 17:58:23,141] 18 root INFO - Initiate the data ingestion
[2025-09-07 17:58:25,277] 68 root INFO - Performed train test split on dataframe
[2025-09-07 17:58:25,278] 70 root INFO - Exited split_data_as_train_test methos of Data_Ingestion class
[2025-09-07 17:58:25,279] 78 root INFO - exporting 
[2025-09-07 17:58:25,360] 21 root INFO - Data Initilization completed
[2025-09-07 17:58:25,372] 24 root INFO - initiate data validation
[2025-09-07 17:58:25,498] 32 root INFO - Required number od columns = 2
[2025-09-07 17:58:25,499] 33 root INFO - Data frame as columns:31
[2025-09-07 17:58:25,521] 32 root INFO - Required number od columns = 2
[2025-09-07 17:58:25,522] 33 root INFO - Data frame as columns:31
[2025-09-07 17:58:25,713] 27 root INFO - initiate the data validation
[2025-09-07 17:58:25,750] 30 root INFO - Entered get data_transformer_obj method of transformation class
[2025-09-07 17:58:25,751] 35 root INFO - initialized KNN Imputer
