[2025-09-02 17:57:18,799] 16 root INFO - Initiate the data ingestion
[2025-09-02 17:57:20,849] 68 root INFO - Performed train test split on dataframe
[2025-09-02 17:57:20,849] 70 root INFO - Exited split_data_as_train_test methos of Data_Ingestion class
[2025-09-02 17:57:20,849] 78 root INFO - exporting 
[2025-09-02 17:57:20,960] 19 root INFO - Data Initilization completed
[2025-09-02 17:57:20,960] 22 root INFO - initiate data validation
[2025-09-02 17:57:21,091] 32 root INFO - Required number od columns = 2
[2025-09-02 17:57:21,091] 33 root INFO - Data frame as columns:31
[2025-09-02 17:57:21,117] 32 root INFO - Required number od columns = 2
[2025-09-02 17:57:21,117] 33 root INFO - Data frame as columns:31
[2025-09-02 17:57:21,374] 25 root INFO - initiate the data validation
[2025-09-02 17:57:21,433] 30 root INFO - Entered get data_transformer_obj method of transformation class
[2025-09-02 17:57:21,454] 35 root INFO - initialized KNN Imputer
