[2025-09-07 18:47:26,477] 18 root INFO - Initiate the data ingestion
[2025-09-07 18:47:28,313] 68 root INFO - Performed train test split on dataframe
[2025-09-07 18:47:28,313] 70 root INFO - Exited split_data_as_train_test methos of Data_Ingestion class
[2025-09-07 18:47:28,349] 78 root INFO - exporting 
[2025-09-07 18:47:28,408] 21 root INFO - Data Initilization completed
[2025-09-07 18:47:28,408] 24 root INFO - initiate data validation
[2025-09-07 18:47:28,503] 32 root INFO - Required number od columns = 2
[2025-09-07 18:47:28,503] 33 root INFO - Data frame as columns:31
[2025-09-07 18:47:28,534] 32 root INFO - Required number od columns = 2
[2025-09-07 18:47:28,534] 33 root INFO - Data frame as columns:31
[2025-09-07 18:47:28,672] 27 root INFO - initiate the data validation
[2025-09-07 18:47:28,688] 30 root INFO - Entered get data_transformer_obj method of transformation class
[2025-09-07 18:47:28,688] 35 root INFO - initialized KNN Imputer
