[2025-09-07 18:04:05,884] 18 root INFO - Initiate the data ingestion
[2025-09-07 18:04:07,913] 68 root INFO - Performed train test split on dataframe
[2025-09-07 18:04:07,913] 70 root INFO - Exited split_data_as_train_test methos of Data_Ingestion class
[2025-09-07 18:04:07,915] 78 root INFO - exporting 
[2025-09-07 18:04:07,982] 21 root INFO - Data Initilization completed
[2025-09-07 18:04:07,987] 24 root INFO - initiate data validation
[2025-09-07 18:04:08,099] 32 root INFO - Required number od columns = 2
[2025-09-07 18:04:08,100] 33 root INFO - Data frame as columns:31
[2025-09-07 18:04:08,100] 32 root INFO - Required number od columns = 2
[2025-09-07 18:04:08,101] 33 root INFO - Data frame as columns:31
[2025-09-07 18:04:08,304] 27 root INFO - initiate the data validation
[2025-09-07 18:04:08,333] 30 root INFO - Entered get data_transformer_obj method of transformation class
[2025-09-07 18:04:08,333] 35 root INFO - initialized KNN Imputer
