[2025-09-07 20:22:31,871] 18 root INFO - Initiate the data ingestion
[2025-09-07 20:22:34,505] 68 root INFO - Performed train test split on dataframe
[2025-09-07 20:22:34,505] 70 root INFO - Exited split_data_as_train_test methos of Data_Ingestion class
[2025-09-07 20:22:34,507] 78 root INFO - exporting 
[2025-09-07 20:22:34,565] 21 root INFO - Data Initilization completed
[2025-09-07 20:22:34,570] 24 root INFO - initiate data validation
[2025-09-07 20:22:34,665] 32 root INFO - Required number od columns = 2
[2025-09-07 20:22:34,665] 33 root INFO - Data frame as columns:31
[2025-09-07 20:22:34,687] 32 root INFO - Required number od columns = 2
[2025-09-07 20:22:34,687] 33 root INFO - Data frame as columns:31
[2025-09-07 20:22:34,913] 27 root INFO - initiate the data validation
[2025-09-07 20:22:34,945] 30 root INFO - Entered get data_transformer_obj method of transformation class
[2025-09-07 20:22:34,945] 35 root INFO - initialized KNN Imputer
