[2025-09-02 14:15:33,300] 15 root INFO - Initiate the data ingestion
[2025-09-02 14:15:35,465] 68 root INFO - Performed train test split on dataframe
[2025-09-02 14:15:35,465] 70 root INFO - Exited split_data_as_train_test methos of Data_Ingestion class
[2025-09-02 14:15:35,466] 78 root INFO - exporting 
[2025-09-02 14:15:35,544] 18 root INFO - Data Initilization completed
[2025-09-02 14:15:35,552] 21 root INFO - initiate data validation
[2025-09-02 14:15:35,646] 32 root INFO - Required number od columns = 2
[2025-09-02 14:15:35,646] 33 root INFO - Data frame as columns:31
[2025-09-02 14:15:35,668] 32 root INFO - Required number od columns = 2
[2025-09-02 14:15:35,668] 33 root INFO - Data frame as columns:31
[2025-09-02 14:15:35,921] 24 root INFO - initiate the data validation
