[2025-09-07 18:45:42,413] 18 root INFO - Initiate the data ingestion
[2025-09-07 18:45:44,413] 68 root INFO - Performed train test split on dataframe
[2025-09-07 18:45:44,413] 70 root INFO - Exited split_data_as_train_test methos of Data_Ingestion class
[2025-09-07 18:45:44,413] 78 root INFO - exporting 
[2025-09-07 18:45:44,505] 21 root INFO - Data Initilization completed
[2025-09-07 18:45:44,511] 24 root INFO - initiate data validation
[2025-09-07 18:45:44,628] 32 root INFO - Required number od columns = 2
[2025-09-07 18:45:44,630] 33 root INFO - Data frame as columns:31
[2025-09-07 18:45:44,653] 32 root INFO - Required number od columns = 2
[2025-09-07 18:45:44,653] 33 root INFO - Data frame as columns:31
[2025-09-07 18:45:44,942] 27 root INFO - initiate the data validation
[2025-09-07 18:45:44,980] 30 root INFO - Entered get data_transformer_obj method of transformation class
[2025-09-07 18:45:44,980] 35 root INFO - initialized KNN Imputer
