[2025-09-07 18:02:48,141] 18 root INFO - Initiate the data ingestion
[2025-09-07 18:02:50,253] 68 root INFO - Performed train test split on dataframe
[2025-09-07 18:02:50,253] 70 root INFO - Exited split_data_as_train_test methos of Data_Ingestion class
[2025-09-07 18:02:50,255] 78 root INFO - exporting 
[2025-09-07 18:02:50,352] 21 root INFO - Data Initilization completed
[2025-09-07 18:02:50,363] 24 root INFO - initiate data validation
[2025-09-07 18:02:50,510] 32 root INFO - Required number od columns = 2
[2025-09-07 18:02:50,510] 33 root INFO - Data frame as columns:31
[2025-09-07 18:02:50,512] 32 root INFO - Required number od columns = 2
[2025-09-07 18:02:50,512] 33 root INFO - Data frame as columns:31
[2025-09-07 18:02:50,749] 27 root INFO - initiate the data validation
[2025-09-07 18:02:50,786] 30 root INFO - Entered get data_transformer_obj method of transformation class
[2025-09-07 18:02:50,786] 35 root INFO - initialized KNN Imputer
